Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )
Q9BXJ0	C1QT5_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 5	Homo sapiens (Human)	243	C1QTNF5
P60827	C1QT8_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 8 (C1q/TNF-related protein 8) (CTRP8)	Homo sapiens (Human)	252	C1QTNF8
B2RNN3	C1T9B_HUMAN	reviewed	Complement C1q and tumor necrosis factor-related protein 9B (C1q/TNF-related protein 9B) (CTRP9B) (Complement C1q and tumor necrosis factor-related protein 9-like)	Homo sapiens (Human)	333	C1QTNF9B
P15169	CBPN_HUMAN	reviewed	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	Homo sapiens (Human)	458	CPN1
Q66K79	CBPZ_HUMAN	reviewed	Carboxypeptidase Z (CPZ) (EC 3.4.17.-)	Homo sapiens (Human)	652	CPZ
I3L3R5	CCER2_HUMAN	reviewed	Coiled-coil domain-containing glutamate-rich protein 2	Homo sapiens (Human)	266	CCER2
P22003	BMP5_HUMAN	reviewed	Bone morphogenetic protein 5 (BMP-5)	Homo sapiens (Human)	454	BMP5
P59827	BPIB4_HUMAN	reviewed	BPI fold-containing family B member 4 (Ligand-binding protein RY2G5) (Long palate, lung and nasal epithelium carcinoma-associated protein 4)	Homo sapiens (Human)	614	BPIFB4
O43852	CALU_HUMAN	reviewed	Calumenin (Crocalbin) (IEF SSP 9302)	Homo sapiens (Human)	315	CALU
Q9C0B6	BRNP2_HUMAN	reviewed	BMP/retinoic acid-inducible neural-specific protein 2 (DBCCR1-like protein 2)	Homo sapiens (Human)	783	BRINP2
P02745	C1QA_HUMAN	reviewed	Complement C1q subcomponent subunit A	Homo sapiens (Human)	245	C1QA
P02746	C1QB_HUMAN	reviewed	Complement C1q subcomponent subunit B	Homo sapiens (Human)	253	C1QB
Q9BXJ1	C1QT1_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 1 (G protein-coupled receptor-interacting protein) (GIP)	Homo sapiens (Human)	281	C1QTNF1
Q9BXI9	C1QT6_HUMAN	reviewed	Complement C1q tumor necrosis factor-related protein 6	Homo sapiens (Human)	259	C1QTNF6
Q9NZP8	C1RL_HUMAN	reviewed	Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-) (C1r-like serine protease analog protein) (CLSPa)	Homo sapiens (Human)	487	C1RL
P06881	CALCA_HUMAN	reviewed	Calcitonin gene-related peptide 1 (Alpha-type CGRP) (Calcitonin gene-related peptide I) (CGRP-I)	Homo sapiens (Human)	128	CALCA
Q6UW01	CBLN3_HUMAN	reviewed	Cerebellin-3	Homo sapiens (Human)	205	CBLN3
Q6UXH8	CCBE1_HUMAN	reviewed	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein homolog)	Homo sapiens (Human)	406	CCBE1
Q9BQI4	CCDC3_HUMAN	reviewed	Coiled-coil domain-containing protein 3 (Fat/vessel-derived secretory protein) (Favine)	Homo sapiens (Human)	270	CCDC3
Q9Y4X3	CCL27_HUMAN	reviewed	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (Skinkine) (Small-inducible cytokine A27)	Homo sapiens (Human)	112	CCL27
P13500	CCL2_HUMAN	reviewed	C-C motif chemokine 2 (HC11) (Monocyte chemoattractant protein 1) (Monocyte chemotactic and activating factor) (MCAF) (Monocyte chemotactic protein 1) (MCP-1) (Monocyte secretory protein JE) (Small-inducible cytokine A2)	Homo sapiens (Human)	99	CCL2
Q8N4T0	CBPA6_HUMAN	reviewed	Carboxypeptidase A6 (EC 3.4.17.-)	Homo sapiens (Human)	437	CPA6
P06307	CCKN_HUMAN	reviewed	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]	Homo sapiens (Human)	115	CCK
P51671	CCL11_HUMAN	reviewed	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	Homo sapiens (Human)	97	CCL11
O00626	CCL22_HUMAN	reviewed	C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1) [Cleaved into: MDC(3-69); MDC(5-69); MDC(7-69)]	Homo sapiens (Human)	93	CCL22
O00175	CCL24_HUMAN	reviewed	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	Homo sapiens (Human)	119	CCL24
P13501	CCL5_HUMAN	reviewed	C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)]	Homo sapiens (Human)	91	CCL5
P08962	CD63_HUMAN	reviewed	CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63)	Homo sapiens (Human)	238	CD63
P30203	CD6_HUMAN	reviewed	T-cell differentiation antigen CD6 (T12) (TP120) (CD antigen CD6) [Cleaved into: Soluble CD6]	Homo sapiens (Human)	668	CD6
P10966	CD8B_HUMAN	reviewed	T-cell surface glycoprotein CD8 beta chain (CD antigen CD8b)	Homo sapiens (Human)	210	CD8B
P48960	CD97_HUMAN	reviewed	CD97 antigen (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: CD97 antigen subunit alpha; CD97 antigen subunit beta]	Homo sapiens (Human)	835	CD97
Q9H5V8	CDCP1_HUMAN	reviewed	CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318)	Homo sapiens (Human)	836	CDCP1
Q6UWT4	CE046_HUMAN	reviewed	Uncharacterized protein C5orf46	Homo sapiens (Human)	87	C5orf46
P0C854	CECR9_HUMAN	reviewed	Putative cat eye syndrome critical region protein 9	Homo sapiens (Human)	216	CECR9
Q8WUJ3	CEMIP_HUMAN	reviewed	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35)	Homo sapiens (Human)	1361	CEMIP
Q6NT52	CGB2_HUMAN	reviewed	Choriogonadotropin subunit beta variant 2	Homo sapiens (Human)	195	CGB2
P0DN87	CGB7_HUMAN	reviewed	Choriogonadotropin subunit beta 7	Homo sapiens (Human)	165	CGB7
P36222	CH3L1_HUMAN	reviewed	Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40)	Homo sapiens (Human)	383	CHI3L1
Q8N8R5	CB069_HUMAN	reviewed	UPF0565 protein C2orf69	Homo sapiens (Human)	385	C2orf69
Q99616	CCL13_HUMAN	reviewed	C-C motif chemokine 13 (CK-beta-10) (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (NCC-1) (Small-inducible cytokine A13) [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]	Homo sapiens (Human)	98	CCL13
Q92583	CCL17_HUMAN	reviewed	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	Homo sapiens (Human)	94	CCL17
P78556	CCL20_HUMAN	reviewed	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)]	Homo sapiens (Human)	96	CCL20
O00585	CCL21_HUMAN	reviewed	C-C motif chemokine 21 (6Ckine) (Beta-chemokine exodus-2) (Secondary lymphoid-tissue chemokine) (SLC) (Small-inducible cytokine A21)	Homo sapiens (Human)	134	CCL21
Q9Y258	CCL26_HUMAN	reviewed	C-C motif chemokine 26 (CC chemokine IMAC) (Eotaxin-3) (Macrophage inflammatory protein 4-alpha) (MIP-4-alpha) (Small-inducible cytokine A26) (Thymic stroma chemokine-1) (TSC-1)	Homo sapiens (Human)	94	CCL26
P10147	CCL3_HUMAN	reviewed	C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))]	Homo sapiens (Human)	92	CCL3
Q2WEN9	CEA16_HUMAN	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 16 (Carcinoembryonic antigen-like 2)	Homo sapiens (Human)	425	CEACAM16
P13688	CEAM1_HUMAN	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a)	Homo sapiens (Human)	526	CEACAM1
Q86SI9	CEI_HUMAN	reviewed	Protein CEI (Coordinated expression to IRXA2 protein)	Homo sapiens (Human)	138	C5orf38
P19835	CEL_HUMAN	reviewed	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (Bile salt-stimulated lipase) (BSSL) (Bucelipase) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	Homo sapiens (Human)	753	CEL
P11597	CETP_HUMAN	reviewed	Cholesteryl ester transfer protein (Lipid transfer protein I)	Homo sapiens (Human)	493	CETP
Q86T20	CF001_HUMAN	reviewed	Uncharacterized protein C6orf1 (Protein LBH)	Homo sapiens (Human)	159	C6orf1
P00746	CFAD_HUMAN	reviewed	Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)	Homo sapiens (Human)	253	CFD
P08603	CFAH_HUMAN	reviewed	Complement factor H (H factor 1)	Homo sapiens (Human)	1231	CFH
P0CG36	CFC1B_HUMAN	reviewed	Cryptic family protein 1B	Homo sapiens (Human)	223	CFC1B
Q96L11	CG034_HUMAN	reviewed	Uncharacterized protein C7orf34 (MSSP-binding protein CTM-1)	Homo sapiens (Human)	122	C7orf34
Q99674	CGRE1_HUMAN	reviewed	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	Homo sapiens (Human)	301	CGREF1
Q6P1S2	CC033_HUMAN	reviewed	Protein C3orf33 (Protein AC3-33)	Homo sapiens (Human)	294	C3orf33
Q96EE4	CC126_HUMAN	reviewed	Coiled-coil domain-containing protein 126	Homo sapiens (Human)	140	CCDC126
Q9H6E4	CC134_HUMAN	reviewed	Coiled-coil domain-containing protein 134	Homo sapiens (Human)	229	CCDC134
Q6NSX1	CCD70_HUMAN	reviewed	Coiled-coil domain-containing protein 70	Homo sapiens (Human)	233	CCDC70
Q76M96	CCD80_HUMAN	reviewed	Coiled-coil domain-containing protein 80 (Down-regulated by oncogenes protein 1) (Up-regulated in BRS-3 deficient mouse homolog)	Homo sapiens (Human)	950	CCDC80
O15467	CCL16_HUMAN	reviewed	C-C motif chemokine 16 (Chemokine CC-4) (HCC-4) (Chemokine LEC) (IL-10-inducible chemokine) (LCC-1) (Liver-expressed chemokine) (Lymphocyte and monocyte chemoattractant) (LMC) (Monotactin-1) (MTN-1) (NCC-4) (Small-inducible cytokine A16)	Homo sapiens (Human)	120	CCL16
P55773	CCL23_HUMAN	reviewed	C-C motif chemokine 23 (CK-beta-8) (CKB-8) (Macrophage inflammatory protein 3) (MIP-3) (Myeloid progenitor inhibitory factor 1) (MPIF-1) (Small-inducible cytokine A23) [Cleaved into: CCL23(19-99); CCL23(22-99); CCL23(27-99); CCL23(30-99)]	Homo sapiens (Human)	120	CCL23
Q9NRJ3	CCL28_HUMAN	reviewed	C-C motif chemokine 28 (Mucosae-associated epithelial chemokine) (MEC) (Protein CCK1) (Small-inducible cytokine A28)	Homo sapiens (Human)	127	CCL28
P80075	CCL8_HUMAN	reviewed	C-C motif chemokine 8 (HC14) (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8) [Cleaved into: MCP-2(6-76)]	Homo sapiens (Human)	99	CCL8
Q17RF5	CD026_HUMAN	reviewed	Uncharacterized protein C4orf26	Homo sapiens (Human)	130	C4orf26
A6NKQ9	CGB1_HUMAN	reviewed	Choriogonadotropin subunit beta variant 1	Homo sapiens (Human)	187	CGB1
O15335	CHAD_HUMAN	reviewed	Chondroadherin (Cartilage leucine-rich protein)	Homo sapiens (Human)	359	CHAD
Q16627	CCL14_HUMAN	reviewed	C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)]	Homo sapiens (Human)	93	CCL14
Q99731	CCL19_HUMAN	reviewed	C-C motif chemokine 19 (Beta-chemokine exodus-3) (CK beta-11) (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (Small-inducible cytokine A19)	Homo sapiens (Human)	98	CCL19
Q15517	CDSN_HUMAN	reviewed	Corneodesmosin (S protein)	Homo sapiens (Human)	529	CDSN
P08217	CEL2A_HUMAN	reviewed	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)	Homo sapiens (Human)	269	CELA2A
P00450	CERU_HUMAN	reviewed	Ceruloplasmin (EC 1.16.3.1) (Ferroxidase)	Homo sapiens (Human)	1065	CP
P05814	CASB_HUMAN	reviewed	Beta-casein	Homo sapiens (Human)	226	CSN2
P07339	CATD_HUMAN	reviewed	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	Homo sapiens (Human)	412	CTSD
Q6UXQ4	CB066_HUMAN	reviewed	Uncharacterized protein C2orf66	Homo sapiens (Human)	117	C2orf66
Q8WXQ8	CBPA5_HUMAN	reviewed	Carboxypeptidase A5 (EC 3.4.17.-)	Homo sapiens (Human)	436	CPA5
P16870	CBPE_HUMAN	reviewed	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	Homo sapiens (Human)	476	CPE
Q16663	CCL15_HUMAN	reviewed	C-C motif chemokine 15 (Chemokine CC-2) (HCC-2) (Leukotactin-1) (LKN-1) (MIP-1 delta) (Macrophage inflammatory protein 5) (MIP-5) (Mrp-2b) (NCC-3) (Small-inducible cytokine A15) [Cleaved into: CCL15(22-92); CCL15(25-92); CCL15(29-92)]	Homo sapiens (Human)	113	CCL15
P55774	CCL18_HUMAN	reviewed	C-C motif chemokine 18 (Alternative macrophage activation-associated CC chemokine 1) (AMAC-1) (CC chemokine PARC) (Dendritic cell chemokine 1) (DC-CK1) (Macrophage inflammatory protein 4) (MIP-4) (Pulmonary and activation-regulated chemokine) (Small-inducible cytokine A18) [Cleaved into: CCL18(1-68); CCL18(3-69); CCL18(4-69)]	Homo sapiens (Human)	89	CCL18
P22362	CCL1_HUMAN	reviewed	C-C motif chemokine 1 (Small-inducible cytokine A1) (T lymphocyte-secreted protein I-309)	Homo sapiens (Human)	96	CCL1
P08571	CD14_HUMAN	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]	Homo sapiens (Human)	375	CD14
P29965	CD40L_HUMAN	reviewed	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form]	Homo sapiens (Human)	261	CD40LG
P07858	CATB_HUMAN	reviewed	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Homo sapiens (Human)	339	CTSB
P15086	CBPB1_HUMAN	reviewed	Carboxypeptidase B (EC 3.4.17.2) (Pancreas-specific protein) (PASP)	Homo sapiens (Human)	417	CPB1
Q13740	CD166_HUMAN	reviewed	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	Homo sapiens (Human)	583	ALCAM
P13987	CD59_HUMAN	reviewed	CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59)	Homo sapiens (Human)	128	CD59
O43866	CD5L_HUMAN	reviewed	CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (hAIM) (CT-2) (IgM-associated peptide) (SP-alpha)	Homo sapiens (Human)	347	CD5L
Q9NZK5	CECR1_HUMAN	reviewed	Adenosine deaminase CECR1 (EC 3.5.4.4) (Cat eye syndrome critical region protein 1)	Homo sapiens (Human)	511	CECR1
Q9UNI1	CELA1_HUMAN	reviewed	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1) (Pancreatic elastase 1)	Homo sapiens (Human)	258	CELA1
Q16568	CART_HUMAN	reviewed	Cocaine- and amphetamine-regulated transcript protein [Cleaved into: CART(1-39); CART(42-89)]	Homo sapiens (Human)	116	CARTPT
Q8IUK8	CBLN2_HUMAN	reviewed	Cerebellin-2	Homo sapiens (Human)	224	CBLN2
Q9NTU7	CBLN4_HUMAN	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	Homo sapiens (Human)	201	CBLN4
Q9UI42	CBPA4_HUMAN	reviewed	Carboxypeptidase A4 (EC 3.4.17.-) (Carboxypeptidase A3)	Homo sapiens (Human)	421	CPA4
Q96IY4	CBPB2_HUMAN	reviewed	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	Homo sapiens (Human)	423	CPB2
Q5BLP8	CD048_HUMAN	reviewed	Neuropeptide-like protein C4orf48	Homo sapiens (Human)	95	C4orf48
Q7Z4B0	CR020_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00305	Homo sapiens (Human)	112	LINC00305
Q96LR1	CRIT1_HUMAN	reviewed	Putative uncharacterized protein encoded by CRHR1-IT1 (CRHR1 intronic transcript 1)	Homo sapiens (Human)	157	CRHR1-IT1
O75462	CRLF1_HUMAN	reviewed	Cytokine receptor-like factor 1 (Cytokine-like factor 1) (CLF-1) (ZcytoR5)	Homo sapiens (Human)	422	CRLF1
Q9HC73	CRLF2_HUMAN	reviewed	Cytokine receptor-like factor 2 (Cytokine receptor-like 2) (IL-XR) (Thymic stromal lymphopoietin protein receptor) (TSLP receptor)	Homo sapiens (Human)	371	CRLF2
Q5IJ48	CRUM2_HUMAN	reviewed	Protein crumbs homolog 2 (Crumbs-like protein 2)	Homo sapiens (Human)	1285	CRB2
C9J442	CV046_HUMAN	reviewed	Uncharacterized protein C22orf46	Homo sapiens (Human)	243	C22orf46
Q9H114	CST1L_HUMAN	reviewed	Cystatin-like 1 (RCET11)	Homo sapiens (Human)	145	CSTL1
Q5W186	CST9_HUMAN	reviewed	Cystatin-9 (Cystatin-like molecule)	Homo sapiens (Human)	159	CST9
P78310	CXAR_HUMAN	reviewed	Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR)	Homo sapiens (Human)	365	CXADR
P28325	CYTD_HUMAN	reviewed	Cystatin-D (Cystatin-5)	Homo sapiens (Human)	142	CST5
P19875	CXCL2_HUMAN	reviewed	C-X-C motif chemokine 2 (Growth-regulated protein beta) (Gro-beta) (Macrophage inflammatory protein 2-alpha) (MIP2-alpha) [Cleaved into: GRO-beta(5-73) (GRO-beta-T) (Hematopoietic synergistic factor) (HSF) (SB-251353)]	Homo sapiens (Human)	107	CXCL2
Q2VPA4	CR1L_HUMAN	reviewed	Complement component receptor 1-like protein (Complement C4b-binding protein CR-1-like protein)	Homo sapiens (Human)	569	CR1L
O75629	CREG1_HUMAN	reviewed	Protein CREG1 (Cellular repressor of E1A-stimulated genes 1)	Homo sapiens (Human)	220	CREG1
Q9H3Y0	CRSPL_HUMAN	reviewed	Peptidase inhibitor R3HDML (Cysteine-rich secretory protein R3HDML)	Homo sapiens (Human)	253	R3HDML
P09919	CSF3_HUMAN	reviewed	Granulocyte colony-stimulating factor (G-CSF) (Pluripoietin) (Filgrastim) (Lenograstim)	Homo sapiens (Human)	207	CSF3
P02775	CXCL7_HUMAN	reviewed	Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III (CTAP-III) (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81) (CTAP-III(1-81)); Beta-thromboglobulin (Beta-TG); Neutrophil-activating peptide 2(74) (NAP-2(74)); Neutrophil-activating peptide 2(73) (NAP-2(73)); Neutrophil-activating peptide 2 (NAP-2); TC-1; Neutrophil-activating peptide 2(1-66) (NAP-2(1-66)); Neutrophil-activating peptide 2(1-63) (NAP-2(1-63))]	Homo sapiens (Human)	128	PPBP
Q9NQ79	CRAC1_HUMAN	reviewed	Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC)	Homo sapiens (Human)	661	CRTAC1
Q9Y426	CU025_HUMAN	reviewed	C2 domain-containing protein 2	Homo sapiens (Human)	696	C2CD2
P02778	CXL10_HUMAN	reviewed	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)]	Homo sapiens (Human)	98	CXCL10
Q9H336	CRLD1_HUMAN	reviewed	Cysteine-rich secretory protein LCCL domain-containing 1 (CocoaCrisp) (Cysteine-rich secretory protein 10) (CRISP-10) (LCCL domain-containing cysteine-rich secretory protein 1) (Trypsin inhibitor Hl)	Homo sapiens (Human)	500	CRISPLD1
Q6GPI1	CTRB2_HUMAN	reviewed	Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C]	Homo sapiens (Human)	263	CTRB2
O43927	CXL13_HUMAN	reviewed	C-X-C motif chemokine 13 (Angie) (B cell-attracting chemokine 1) (BCA-1) (B lymphocyte chemoattractant) (CXC chemokine BLC) (Small-inducible cytokine B13)	Homo sapiens (Human)	109	CXCL13
P42830	CXCL5_HUMAN	reviewed	C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)]	Homo sapiens (Human)	114	CXCL5
P80162	CXCL6_HUMAN	reviewed	C-X-C motif chemokine 6 (Chemokine alpha 3) (CKA-3) (Granulocyte chemotactic protein 2) (GCP-2) (Small-inducible cytokine B6) [Cleaved into: Small-inducible cytokine B6, N-processed variant 1; Small-inducible cytokine B6, N-processed variant 2; Small-inducible cytokine B6, N-processed variant 3]	Homo sapiens (Human)	114	CXCL6
O95715	CXL14_HUMAN	reviewed	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	Homo sapiens (Human)	111	CXCL14
Q9H2A7	CXL16_HUMAN	reviewed	C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16)	Homo sapiens (Human)	254	CXCL16
Q9UK85	DKKL1_HUMAN	reviewed	Dickkopf-like protein 1 (Cancer/testis antigen 34) (CT34) (Protein soggy-1) (SGY-1)	Homo sapiens (Human)	242	DKKL1
Q13609	DNSL3_HUMAN	reviewed	Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNase I homolog protein DHP2) (Deoxyribonuclease I-like 3) (DNase I-like 3) (Liver and spleen DNase) (LS-DNase) (LSD)	Homo sapiens (Human)	305	DNASE1L3
P27487	DPP4_HUMAN	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	Homo sapiens (Human)	766	DPP4
Q6PKH6	DR4L2_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 4-like 2 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 3)	Homo sapiens (Human)	230	DHRS4L2
Q9UBU2	DKK2_HUMAN	reviewed	Dickkopf-related protein 2 (Dickkopf-2) (Dkk-2) (hDkk-2)	Homo sapiens (Human)	259	DKK2
P09172	DOPO_HUMAN	reviewed	Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]	Homo sapiens (Human)	617	DBH
